town,pop,first_doses,date
Chaplin,2239,1476,2021-12-22T00:00:00Z
Cheshire,28937,24196,2021-12-22T00:00:00Z
Chester,4213,3242,2021-12-22T00:00:00Z
Clinton,12925,10945,2021-12-22T00:00:00Z
Colchester,15809,12252,2021-12-22T00:00:00Z
Colebrook,1400,1094,2021-12-22T00:00:00Z
Columbia,5379,4022,2021-12-22T00:00:00Z
Cornwall,1362,1217,2021-12-22T00:00:00Z
Coventry,12407,9307,2021-12-22T00:00:00Z
Cromwell,13839,11877,2021-12-22T00:00:00Z
Danbury,84694,66351,2021-12-22T00:00:00Z
Darien,21728,19669,2021-12-22T00:00:00Z
Deep River,4443,3682,2021-12-22T00:00:00Z
Derby,12339,12043,2021-12-22T00:00:00Z
Durham,7165,5689,2021-12-22T00:00:00Z
East Granby,5140,4060,2021-12-22T00:00:00Z
East Haddam,8997,6545,2021-12-22T00:00:00Z
East Hampton,12800,9708,2021-12-22T00:00:00Z
East Hartford,49872,37367,2021-12-22T00:00:00Z
East Haven,28569,19694,2021-12-22T00:00:00Z
East Lyme,18462,15762,2021-12-22T00:00:00Z
East Windsor,11668,8088,2021-12-22T00:00:00Z
Eastford,1790,1128,2021-12-22T00:00:00Z
Easton,7521,6106,2021-12-22T00:00:00Z
Ellington,16467,12397,2021-12-22T00:00:00Z
Enfield,43659,28614,2021-12-22T00:00:00Z
Essex,6668,5820,2021-12-22T00:00:00Z
Fairfield,62045,49669,2021-12-22T00:00:00Z
Farmington,25497,22977,2021-12-22T00:00:00Z
Franklin,1920,1359,2021-12-22T00:00:00Z
Glastonbury,34482,30303,2021-12-22T00:00:00Z
Goshen,2863,2204,2021-12-22T00:00:00Z
Granby,11507,8742,2021-12-22T00:00:00Z
Greenwich,62840,51230,2021-12-22T00:00:00Z
Griswold,11534,7207,2021-12-22T00:00:00Z
Groton,38436,25775,2021-12-22T00:00:00Z
Guilford,22133,19401,2021-12-22T00:00:00Z
Haddam,8193,6659,2021-12-22T00:00:00Z
Hamden,60556,44299,2021-12-22T00:00:00Z
Hampton,1842,1223,2021-12-22T00:00:00Z
Hartford,122105,73282,2021-12-22T00:00:00Z
Hartland,2120,1335,2021-12-22T00:00:00Z
Harwinton,5420,4024,2021-12-22T00:00:00Z
Hebron,9504,7357,2021-12-22T00:00:00Z
Kent,2777,2576,2021-12-22T00:00:00Z
Killingly,17336,10558,2021-12-22T00:00:00Z
Killingworth,6364,5056,2021-12-22T00:00:00Z
Lebanon,7144,5184,2021-12-22T00:00:00Z
Ledyard,14621,11094,2021-12-22T00:00:00Z
Lisbon,4220,2946,2021-12-22T00:00:00Z
Litchfield,8094,6429,2021-12-22T00:00:00Z
Lyme,2316,2160,2021-12-22T00:00:00Z
Madison,18030,15956,2021-12-22T00:00:00Z
Manchester,57584,43030,2021-12-22T00:00:00Z
Mansfield,25487,11245,2021-12-22T00:00:00Z
Marlborough,6335,5020,2021-12-22T00:00:00Z
Meriden,59395,43306,2021-12-22T00:00:00Z
Middlebury,7798,6237,2021-12-22T00:00:00Z
Middlefield,4374,3367,2021-12-22T00:00:00Z
Middletown,46258,36519,2021-12-22T00:00:00Z
Milford,54747,41964,2021-12-22T00:00:00Z
Monroe,19434,15394,2021-12-22T00:00:00Z
Montville,18508,12751,2021-12-22T00:00:00Z
Morris,2254,1644,2021-12-22T00:00:00Z
Naugatuck,31108,21721,2021-12-22T00:00:00Z
New Britain,72495,44438,2021-12-22T00:00:00Z
New Canaan,20233,18917,2021-12-22T00:00:00Z
New Fairfield,13878,10449,2021-12-22T00:00:00Z
New Hartford,6656,5008,2021-12-22T00:00:00Z
New Haven,130250,90058,2021-12-22T00:00:00Z
New London,26858,18180,2021-12-22T00:00:00Z
New Milford,26805,21373,2021-12-22T00:00:00Z
Newington,30014,24029,2021-12-22T00:00:00Z
Newtown,27891,22317,2021-12-22T00:00:00Z
Norfolk,1630,1201,2021-12-22T00:00:00Z
North Branford,14146,11452,2021-12-22T00:00:00Z
North Canaan,3251,2046,2021-12-22T00:00:00Z
North Haven,23683,21023,2021-12-22T00:00:00Z
North Stonington,5196,3414,2021-12-22T00:00:00Z
Norwalk,88816,72567,2021-12-22T00:00:00Z
Norwich,38768,26521,2021-12-22T00:00:00Z
Old Lyme,7306,6405,2021-12-22T00:00:00Z
Old Saybrook,10061,9309,2021-12-22T00:00:00Z
Orange,13926,11845,2021-12-22T00:00:00Z
Oxford,13255,9818,2021-12-22T00:00:00Z
Plainfield,15125,9165,2021-12-22T00:00:00Z
Plainville,17534,12702,2021-12-22T00:00:00Z
Plymouth,11598,7418,2021-12-22T00:00:00Z
Pomfret,4203,3142,2021-12-22T00:00:00Z
Portland,9267,7522,2021-12-22T00:00:00Z
Preston,4625,3310,2021-12-22T00:00:00Z
Prospect,9702,7112,2021-12-22T00:00:00Z
Putnam,9389,5853,2021-12-22T00:00:00Z
Redding,9116,7215,2021-12-22T00:00:00Z
Ridgefield,24959,21263,2021-12-22T00:00:00Z
Rocky Hill,20115,16782,2021-12-22T00:00:00Z
Roxbury,2152,1868,2021-12-22T00:00:00Z
Salem,4083,3208,2021-12-22T00:00:00Z
Salisbury,3600,3636,2021-12-22T00:00:00Z
Scotland,1672,1017,2021-12-22T00:00:00Z
Seymour,16437,11894,2021-12-22T00:00:00Z
Sharon,2689,1943,2021-12-22T00:00:00Z
Shelton,41129,31536,2021-12-22T00:00:00Z
Sherman,3630,2579,2021-12-22T00:00:00Z
Simsbury,25395,21585,2021-12-22T00:00:00Z
Somers,10784,7207,2021-12-22T00:00:00Z
South Windsor,26162,22419,2021-12-22T00:00:00Z
Southbury,19571,15891,2021-12-22T00:00:00Z
Southington,43834,34276,2021-12-22T00:00:00Z
Sprague,2859,1847,2021-12-22T00:00:00Z
Stafford,11893,7212,2021-12-22T00:00:00Z
Stamford,129638,109502,2021-12-22T00:00:00Z
Sterling,3782,2003,2021-12-22T00:00:00Z
Stonington,18559,14497,2021-12-22T00:00:00Z
Stratford,51849,38448,2021-12-22T00:00:00Z
Suffield,15814,11339,2021-12-22T00:00:00Z
Thomaston,7535,5401,2021-12-22T00:00:00Z
Thompson,9379,4923,2021-12-22T00:00:00Z
Tolland,14618,11660,2021-12-22T00:00:00Z
Torrington,34044,24902,2021-12-22T00:00:00Z
Trumbull,35673,30406,2021-12-22T00:00:00Z
Union,839,541,2021-12-22T00:00:00Z
Vernon,29359,22411,2021-12-22T00:00:00Z
Voluntown,2510,1687,2021-12-22T00:00:00Z
Wallingford,44326,35491,2021-12-22T00:00:00Z
Warren,1395,1049,2021-12-22T00:00:00Z
Washington,3428,3052,2021-12-22T00:00:00Z
Waterbury,107568,69579,2021-12-22T00:00:00Z
Waterford,18746,15627,2021-12-22T00:00:00Z
Watertown,21578,16438,2021-12-22T00:00:00Z
West Hartford,62965,56490,2021-12-22T00:00:00Z
West Haven,54620,38788,2021-12-22T00:00:00Z
Westbrook,6869,5772,2021-12-22T00:00:00Z
Weston,10252,9149,2021-12-22T00:00:00Z
Westport,28491,25307,2021-12-22T00:00:00Z
Wethersfield,26008,22179,2021-12-22T00:00:00Z
Willington,5864,3854,2021-12-22T00:00:00Z
Wilton,18343,16338,2021-12-22T00:00:00Z
Winchester,10604,6983,2021-12-22T00:00:00Z
Windham,24561,15385,2021-12-22T00:00:00Z
Windsor,28733,23110,2021-12-22T00:00:00Z
Windsor Locks,12854,9192,2021-12-22T00:00:00Z
Wolcott,16587,11896,2021-12-22T00:00:00Z
Woodbridge,8750,7776,2021-12-22T00:00:00Z
Woodbury,9502,7325,2021-12-22T00:00:00Z
Woodstock,7858,5477,2021-12-22T00:00:00Z
Andover,3236,2371,2021-12-29T00:00:00Z
Ansonia,18654,12458,2021-12-29T00:00:00Z
Ashford,4255,2963,2021-12-29T00:00:00Z
Avon,18276,16977,2021-12-29T00:00:00Z
Barkhamsted,3606,2747,2021-12-29T00:00:00Z
Beacon Falls,6222,4416,2021-12-29T00:00:00Z
Berlin,20436,15621,2021-12-29T00:00:00Z
Bethany,5548,4378,2021-12-29T00:00:00Z
Bethel,19800,15077,2021-12-29T00:00:00Z
Bethlehem,3402,2383,2021-12-29T00:00:00Z
Bloomfield,21211,17176,2021-12-29T00:00:00Z
Bolton,4884,3813,2021-12-29T00:00:00Z
Bozrah,2726,1794,2021-12-29T00:00:00Z
Branford,27900,22813,2021-12-29T00:00:00Z
Bridgeport,144399,96101,2021-12-29T00:00:00Z
Bridgewater,1635,1362,2021-12-29T00:00:00Z
Bristol,59947,44123,2021-12-29T00:00:00Z
Brookfield,16973,13759,2021-12-29T00:00:00Z
Brooklyn,8272,5511,2021-12-29T00:00:00Z
Burlington,9704,7600,2021-12-29T00:00:00Z
Canaan,1053,1282,2021-12-29T00:00:00Z
Canterbury,5079,3364,2021-12-29T00:00:00Z
Canton,10254,8259,2021-12-29T00:00:00Z
Chaplin,2239,1486,2021-12-29T00:00:00Z
Cheshire,28937,24352,2021-12-29T00:00:00Z
Chester,4213,3311,2021-12-29T00:00:00Z
Clinton,12925,11039,2021-12-29T00:00:00Z
Colchester,15809,12382,2021-12-29T00:00:00Z
Colebrook,1400,1100,2021-12-29T00:00:00Z
Columbia,5379,4042,2021-12-29T00:00:00Z
Cornwall,1362,1223,2021-12-29T00:00:00Z
Coventry,12407,9341,2021-12-29T00:00:00Z
Cromwell,13839,11913,2021-12-29T00:00:00Z
Danbury,84694,66763,2021-12-29T00:00:00Z
Darien,21728,19845,2021-12-29T00:00:00Z
Deep River,4443,3721,2021-12-29T00:00:00Z
Derby,12339,12199,2021-12-29T00:00:00Z
Durham,7165,5725,2021-12-29T00:00:00Z
East Granby,5140,4078,2021-12-29T00:00:00Z
East Haddam,8997,6642,2021-12-29T00:00:00Z
East Hampton,12800,9750,2021-12-29T00:00:00Z
East Hartford,49872,37602,2021-12-29T00:00:00Z
East Haven,28569,19805,2021-12-29T00:00:00Z
East Lyme,18462,15848,2021-12-29T00:00:00Z
East Windsor,11668,8143,2021-12-29T00:00:00Z
Eastford,1790,1135,2021-12-29T00:00:00Z
Easton,7521,6161,2021-12-29T00:00:00Z
Ellington,16467,12466,2021-12-29T00:00:00Z
Enfield,43659,28741,2021-12-29T00:00:00Z
Essex,6668,5884,2021-12-29T00:00:00Z
Fairfield,62045,50134,2021-12-29T00:00:00Z
Farmington,25497,23128,2021-12-29T00:00:00Z
Franklin,1920,1369,2021-12-29T00:00:00Z
Glastonbury,34482,30572,2021-12-29T00:00:00Z
Goshen,2863,2218,2021-12-29T00:00:00Z
Granby,11507,8804,2021-12-29T00:00:00Z
Greenwich,62840,51647,2021-12-29T00:00:00Z
Griswold,11534,7262,2021-12-29T00:00:00Z
Groton,38436,25962,2021-12-29T00:00:00Z
Guilford,22133,19531,2021-12-29T00:00:00Z
Haddam,8193,6819,2021-12-29T00:00:00Z
Hamden,60556,44537,2021-12-29T00:00:00Z
Hampton,1842,1229,2021-12-29T00:00:00Z
Hartford,122105,73856,2021-12-29T00:00:00Z
Hartland,2120,1340,2021-12-29T00:00:00Z
Harwinton,5420,4044,2021-12-29T00:00:00Z
Hebron,9504,7417,2021-12-29T00:00:00Z
Kent,2777,2605,2021-12-29T00:00:00Z
Killingly,17336,10625,2021-12-29T00:00:00Z
Killingworth,6364,5126,2021-12-29T00:00:00Z
Lebanon,7144,5211,2021-12-29T00:00:00Z
Ledyard,14621,11162,2021-12-29T00:00:00Z
Lisbon,4220,2961,2021-12-29T00:00:00Z
Litchfield,8094,6464,2021-12-29T00:00:00Z
Lyme,2316,2182,2021-12-29T00:00:00Z
Madison,18030,16114,2021-12-29T00:00:00Z
Manchester,57584,43355,2021-12-29T00:00:00Z
Mansfield,25487,11179,2021-12-29T00:00:00Z
Marlborough,6335,5070,2021-12-29T00:00:00Z
Meriden,59395,43516,2021-12-29T00:00:00Z
Middlebury,7798,6263,2021-12-29T00:00:00Z
Middlefield,4374,3388,2021-12-29T00:00:00Z
Middletown,46258,36698,2021-12-29T00:00:00Z
Milford,54747,42278,2021-12-29T00:00:00Z
Monroe,19434,15475,2021-12-29T00:00:00Z
Montville,18508,12823,2021-12-29T00:00:00Z
Morris,2254,1661,2021-12-29T00:00:00Z
Naugatuck,31108,21845,2021-12-29T00:00:00Z
New Britain,72495,44681,2021-12-29T00:00:00Z
New Canaan,20233,19108,2021-12-29T00:00:00Z
New Fairfield,13878,10411,2021-12-29T00:00:00Z
New Hartford,6656,5036,2021-12-29T00:00:00Z
New Haven,130250,90812,2021-12-29T00:00:00Z
New London,26858,18314,2021-12-29T00:00:00Z
New Milford,26805,21501,2021-12-29T00:00:00Z
Newington,30014,24176,2021-12-29T00:00:00Z
Newtown,27891,22508,2021-12-29T00:00:00Z
Norfolk,1630,1207,2021-12-29T00:00:00Z
North Branford,14146,11509,2021-12-29T00:00:00Z
North Canaan,3251,2058,2021-12-29T00:00:00Z
North Haven,23683,21155,2021-12-29T00:00:00Z
North Stonington,5196,3452,2021-12-29T00:00:00Z
Norwalk,88816,73049,2021-12-29T00:00:00Z
Norwich,38768,26762,2021-12-29T00:00:00Z
Old Lyme,7306,6444,2021-12-29T00:00:00Z
Old Saybrook,10061,9357,2021-12-29T00:00:00Z
Orange,13926,11916,2021-12-29T00:00:00Z
Oxford,13255,9869,2021-12-29T00:00:00Z
Plainfield,15125,9228,2021-12-29T00:00:00Z
Plainville,17534,12759,2021-12-29T00:00:00Z
Plymouth,11598,7462,2021-12-29T00:00:00Z
Pomfret,4203,3155,2021-12-29T00:00:00Z
Portland,9267,7545,2021-12-29T00:00:00Z
Preston,4625,3333,2021-12-29T00:00:00Z
Prospect,9702,7159,2021-12-29T00:00:00Z
Putnam,9389,5903,2021-12-29T00:00:00Z
Redding,9116,7296,2021-12-29T00:00:00Z
Ridgefield,24959,21477,2021-12-29T00:00:00Z
Rocky Hill,20115,16923,2021-12-29T00:00:00Z
Roxbury,2152,1889,2021-12-29T00:00:00Z
Salem,4083,3229,2021-12-29T00:00:00Z
Salisbury,3600,3639,2021-12-29T00:00:00Z
Scotland,1672,1026,2021-12-29T00:00:00Z
Seymour,16437,11955,2021-12-29T00:00:00Z
Sharon,2689,1957,2021-12-29T00:00:00Z
Shelton,41129,31754,2021-12-29T00:00:00Z
Sherman,3630,2595,2021-12-29T00:00:00Z
Simsbury,25395,21757,2021-12-29T00:00:00Z
Somers,10784,7282,2021-12-29T00:00:00Z
South Windsor,26162,22644,2021-12-29T00:00:00Z
Southbury,19571,15998,2021-12-29T00:00:00Z
Southington,43834,34413,2021-12-29T00:00:00Z
Sprague,2859,1858,2021-12-29T00:00:00Z
Stafford,11893,7256,2021-12-29T00:00:00Z
Stamford,129638,110265,2021-12-29T00:00:00Z
Sterling,3782,2015,2021-12-29T00:00:00Z
Stonington,18559,14600,2021-12-29T00:00:00Z
Stratford,51849,38791,2021-12-29T00:00:00Z
Suffield,15814,11397,2021-12-29T00:00:00Z
Thomaston,7535,5430,2021-12-29T00:00:00Z
Thompson,9379,4958,2021-12-29T00:00:00Z
Tolland,14618,11733,2021-12-29T00:00:00Z
Torrington,34044,25086,2021-12-29T00:00:00Z
Trumbull,35673,30743,2021-12-29T00:00:00Z
Union,839,545,2021-12-29T00:00:00Z
Vernon,29359,22594,2021-12-29T00:00:00Z
Voluntown,2510,1692,2021-12-29T00:00:00Z
Wallingford,44326,35647,2021-12-29T00:00:00Z
Warren,1395,1056,2021-12-29T00:00:00Z
Washington,3428,3063,2021-12-29T00:00:00Z
Waterbury,107568,70008,2021-12-29T00:00:00Z
Waterford,18746,15740,2021-12-29T00:00:00Z
Watertown,21578,16530,2021-12-29T00:00:00Z
West Hartford,62965,56858,2021-12-29T00:00:00Z
West Haven,54620,38967,2021-12-29T00:00:00Z
Westbrook,6869,5800,2021-12-29T00:00:00Z
Weston,10252,9233,2021-12-29T00:00:00Z
Westport,28491,25550,2021-12-29T00:00:00Z
Wethersfield,26008,22289,2021-12-29T00:00:00Z
Willington,5864,3871,2021-12-29T00:00:00Z
Wilton,18343,16502,2021-12-29T00:00:00Z
Winchester,10604,7015,2021-12-29T00:00:00Z
Windham,24561,15515,2021-12-29T00:00:00Z
Windsor,28733,23333,2021-12-29T00:00:00Z
Windsor Locks,12854,9249,2021-12-29T00:00:00Z
Wolcott,16587,11968,2021-12-29T00:00:00Z
Woodbridge,8750,7821,2021-12-29T00:00:00Z
Woodbury,9502,7373,2021-12-29T00:00:00Z
Woodstock,7858,5517,2021-12-29T00:00:00Z
Andover,3236,2387,2022-01-05T00:00:00Z
Ansonia,18654,12560,2022-01-05T00:00:00Z
Ashford,4255,2990,2022-01-05T00:00:00Z
Avon,18276,17097,2022-01-05T00:00:00Z
Barkhamsted,3606,2761,2022-01-05T00:00:00Z
Beacon Falls,6222,4460,2022-01-05T00:00:00Z
Berlin,20436,15687,2022-01-05T00:00:00Z
Bethany,5548,4418,2022-01-05T00:00:00Z
Bethel,19800,15237,2022-01-05T00:00:00Z
Bethlehem,3402,2395,2022-01-05T00:00:00Z
Bloomfield,21211,17272,2022-01-05T00:00:00Z
Bolton,4884,3838,2022-01-05T00:00:00Z
Bozrah,2726,1814,2022-01-05T00:00:00Z
Branford,27900,22945,2022-01-05T00:00:00Z
Bridgeport,144399,97219,2022-01-05T00:00:00Z
Bridgewater,1635,1373,2022-01-05T00:00:00Z
Bristol,59947,44500,2022-01-05T00:00:00Z
Brookfield,16973,13898,2022-01-05T00:00:00Z
Brooklyn,8272,5574,2022-01-05T00:00:00Z
Burlington,9704,7641,2022-01-05T00:00:00Z
Canaan,1053,1293,2022-01-05T00:00:00Z
Canterbury,5079,3416,2022-01-05T00:00:00Z
Canton,10254,8307,2022-01-05T00:00:00Z
Chaplin,2239,1494,2022-01-05T00:00:00Z
Cheshire,28937,24493,2022-01-05T00:00:00Z
Chester,4213,3322,2022-01-05T00:00:00Z
Clinton,12925,11170,2022-01-05T00:00:00Z
Colchester,15809,12498,2022-01-05T00:00:00Z
Colebrook,1400,1106,2022-01-05T00:00:00Z
Columbia,5379,4069,2022-01-05T00:00:00Z
Cornwall,1362,1225,2022-01-05T00:00:00Z
Coventry,12407,9395,2022-01-05T00:00:00Z
Cromwell,13839,11984,2022-01-05T00:00:00Z
Danbury,84694,67799,2022-01-05T00:00:00Z
Darien,21728,20074,2022-01-05T00:00:00Z
Deep River,4443,3739,2022-01-05T00:00:00Z
Derby,12339,12509,2022-01-05T00:00:00Z
Durham,7165,5752,2022-01-05T00:00:00Z
East Granby,5140,4103,2022-01-05T00:00:00Z
East Haddam,8997,6683,2022-01-05T00:00:00Z
East Hampton,12800,9827,2022-01-05T00:00:00Z
East Hartford,49872,38023,2022-01-05T00:00:00Z
East Haven,28569,19947,2022-01-05T00:00:00Z
East Lyme,18462,15948,2022-01-05T00:00:00Z
East Windsor,11668,8194,2022-01-05T00:00:00Z
Eastford,1790,1136,2022-01-05T00:00:00Z
Easton,7521,6218,2022-01-05T00:00:00Z
Ellington,16467,12579,2022-01-05T00:00:00Z
Enfield,43659,28972,2022-01-05T00:00:00Z
Essex,6668,5936,2022-01-05T00:00:00Z
Fairfield,62045,50443,2022-01-05T00:00:00Z
Farmington,25497,23290,2022-01-05T00:00:00Z
Franklin,1920,1383,2022-01-05T00:00:00Z
Glastonbury,34482,30730,2022-01-05T00:00:00Z
Goshen,2863,2229,2022-01-05T00:00:00Z
Granby,11507,8851,2022-01-05T00:00:00Z
Greenwich,62840,52297,2022-01-05T00:00:00Z
Griswold,11534,7336,2022-01-05T00:00:00Z
Groton,38436,26228,2022-01-05T00:00:00Z
Guilford,22133,19707,2022-01-05T00:00:00Z
Haddam,8193,6894,2022-01-05T00:00:00Z
Hamden,60556,44850,2022-01-05T00:00:00Z
Hampton,1842,1240,2022-01-05T00:00:00Z
Hartford,122105,74955,2022-01-05T00:00:00Z
Hartland,2120,1354,2022-01-05T00:00:00Z
Harwinton,5420,4061,2022-01-05T00:00:00Z
Hebron,9504,7480,2022-01-05T00:00:00Z
Kent,2777,2616,2022-01-05T00:00:00Z
Killingly,17336,10721,2022-01-05T00:00:00Z
Killingworth,6364,5170,2022-01-05T00:00:00Z
Lebanon,7144,5238,2022-01-05T00:00:00Z
Ledyard,14621,11239,2022-01-05T00:00:00Z
Lisbon,4220,2982,2022-01-05T00:00:00Z
Litchfield,8094,6498,2022-01-05T00:00:00Z
Lyme,2316,2191,2022-01-05T00:00:00Z
Madison,18030,16208,2022-01-05T00:00:00Z
Manchester,57584,43688,2022-01-05T00:00:00Z
Mansfield,25487,11172,2022-01-05T00:00:00Z
Marlborough,6335,5101,2022-01-05T00:00:00Z
Meriden,59395,44144,2022-01-05T00:00:00Z
Middlebury,7798,6311,2022-01-05T00:00:00Z
Middlefield,4374,3405,2022-01-05T00:00:00Z
Middletown,46258,37033,2022-01-05T00:00:00Z
Milford,54747,42483,2022-01-05T00:00:00Z
Monroe,19434,15592,2022-01-05T00:00:00Z
Montville,18508,12948,2022-01-05T00:00:00Z
Morris,2254,1665,2022-01-05T00:00:00Z
Naugatuck,31108,22000,2022-01-05T00:00:00Z
New Britain,72495,45388,2022-01-05T00:00:00Z
New Canaan,20233,19307,2022-01-05T00:00:00Z
New Fairfield,13878,10530,2022-01-05T00:00:00Z
New Hartford,6656,5071,2022-01-05T00:00:00Z
New Haven,130250,91581,2022-01-05T00:00:00Z
New London,26858,18656,2022-01-05T00:00:00Z
New Milford,26805,21662,2022-01-05T00:00:00Z
Newington,30014,24306,2022-01-05T00:00:00Z
Newtown,27891,22753,2022-01-05T00:00:00Z
Norfolk,1630,1210,2022-01-05T00:00:00Z
North Branford,14146,11562,2022-01-05T00:00:00Z
North Canaan,3251,2059,2022-01-05T00:00:00Z
North Haven,23683,21294,2022-01-05T00:00:00Z
North Stonington,5196,3470,2022-01-05T00:00:00Z
Norwalk,88816,74011,2022-01-05T00:00:00Z
Norwich,38768,27015,2022-01-05T00:00:00Z
Old Lyme,7306,6480,2022-01-05T00:00:00Z
Old Saybrook,10061,9388,2022-01-05T00:00:00Z
Orange,13926,12015,2022-01-05T00:00:00Z
Oxford,13255,9944,2022-01-05T00:00:00Z
Plainfield,15125,9278,2022-01-05T00:00:00Z
Plainville,17534,12843,2022-01-05T00:00:00Z
Plymouth,11598,7514,2022-01-05T00:00:00Z
Pomfret,4203,3167,2022-01-05T00:00:00Z
Portland,9267,7612,2022-01-05T00:00:00Z
Preston,4625,3350,2022-01-05T00:00:00Z
Prospect,9702,7205,2022-01-05T00:00:00Z
Putnam,9389,5962,2022-01-05T00:00:00Z
Redding,9116,7356,2022-01-05T00:00:00Z
Ridgefield,24959,21655,2022-01-05T00:00:00Z
Rocky Hill,20115,17037,2022-01-05T00:00:00Z
Roxbury,2152,1899,2022-01-05T00:00:00Z
Salem,4083,3256,2022-01-05T00:00:00Z
Salisbury,3600,3659,2022-01-05T00:00:00Z
Scotland,1672,1026,2022-01-05T00:00:00Z
Seymour,16437,12058,2022-01-05T00:00:00Z
Sharon,2689,1962,2022-01-05T00:00:00Z
Shelton,41129,31993,2022-01-05T00:00:00Z
Sherman,3630,2610,2022-01-05T00:00:00Z
Simsbury,25395,21887,2022-01-05T00:00:00Z
Somers,10784,7322,2022-01-05T00:00:00Z
South Windsor,26162,22848,2022-01-05T00:00:00Z
Southbury,19571,16056,2022-01-05T00:00:00Z
Southington,43834,34634,2022-01-05T00:00:00Z
Sprague,2859,1881,2022-01-05T00:00:00Z
Stafford,11893,7307,2022-01-05T00:00:00Z
Stamford,129638,112250,2022-01-05T00:00:00Z
Sterling,3782,2029,2022-01-05T00:00:00Z
Stonington,18559,14717,2022-01-05T00:00:00Z
Stratford,51849,39090,2022-01-05T00:00:00Z
Suffield,15814,11461,2022-01-05T00:00:00Z
Thomaston,7535,5474,2022-01-05T00:00:00Z
Thompson,9379,5026,2022-01-05T00:00:00Z
Tolland,14618,11798,2022-01-05T00:00:00Z
Torrington,34044,25272,2022-01-05T00:00:00Z
Trumbull,35673,31054,2022-01-05T00:00:00Z
Union,839,546,2022-01-05T00:00:00Z
Vernon,29359,22772,2022-01-05T00:00:00Z
Voluntown,2510,1699,2022-01-05T00:00:00Z
Wallingford,44326,35862,2022-01-05T00:00:00Z
Warren,1395,1060,2022-01-05T00:00:00Z
Washington,3428,3092,2022-01-05T00:00:00Z
Waterbury,107568,71220,2022-01-05T00:00:00Z
Waterford,18746,15883,2022-01-05T00:00:00Z
Watertown,21578,16648,2022-01-05T00:00:00Z
West Hartford,62965,57280,2022-01-05T00:00:00Z
West Haven,54620,39261,2022-01-05T00:00:00Z
Westbrook,6869,5863,2022-01-05T00:00:00Z
Weston,10252,9292,2022-01-05T00:00:00Z
Westport,28491,25744,2022-01-05T00:00:00Z
Wethersfield,26008,22429,2022-01-05T00:00:00Z
Willington,5864,3910,2022-01-05T00:00:00Z
Wilton,18343,16668,2022-01-05T00:00:00Z
Winchester,10604,7091,2022-01-05T00:00:00Z
Windham,24561,15663,2022-01-05T00:00:00Z
Windsor,28733,23521,2022-01-05T00:00:00Z
Windsor Locks,12854,9317,2022-01-05T00:00:00Z
Wolcott,16587,12060,2022-01-05T00:00:00Z
Woodbridge,8750,7888,2022-01-05T00:00:00Z
Woodbury,9502,7428,2022-01-05T00:00:00Z
Woodstock,7858,5573,2022-01-05T00:00:00Z
Andover,3236,2401,2022-01-12T00:00:00Z
Ansonia,18654,12699,2022-01-12T00:00:00Z
Ashford,4255,3016,2022-01-12T00:00:00Z
Avon,18276,17192,2022-01-12T00:00:00Z
Barkhamsted,3606,2774,2022-01-12T00:00:00Z
Beacon Falls,6222,4481,2022-01-12T00:00:00Z
Berlin,20436,15806,2022-01-12T00:00:00Z
Bethany,5548,4447,2022-01-12T00:00:00Z
Bethel,19800,15430,2022-01-12T00:00:00Z
Bethlehem,3402,2400,2022-01-12T00:00:00Z
Bloomfield,21211,17427,2022-01-12T00:00:00Z
Bolton,4884,3852,2022-01-12T00:00:00Z
Bozrah,2726,1829,2022-01-12T00:00:00Z
Branford,27900,23097,2022-01-12T00:00:00Z
Bridgeport,144399,98591,2022-01-12T00:00:00Z
Bridgewater,1635,1382,2022-01-12T00:00:00Z
Bristol,59947,44833,2022-01-12T00:00:00Z
Brookfield,16973,14024,2022-01-12T00:00:00Z
Brooklyn,8272,5606,2022-01-12T00:00:00Z
Burlington,9704,7703,2022-01-12T00:00:00Z
Canaan,1053,1308,2022-01-12T00:00:00Z
Canterbury,5079,3458,2022-01-12T00:00:00Z
Canton,10254,8350,2022-01-12T00:00:00Z
Chaplin,2239,1514,2022-01-12T00:00:00Z
Cheshire,28937,24621,2022-01-12T00:00:00Z
Chester,4213,3341,2022-01-12T00:00:00Z
Clinton,12925,11260,2022-01-12T00:00:00Z
Colchester,15809,12598,2022-01-12T00:00:00Z
Colebrook,1400,1114,2022-01-12T00:00:00Z
Columbia,5379,4092,2022-01-12T00:00:00Z
Cornwall,1362,1240,2022-01-12T00:00:00Z
Coventry,12407,9468,2022-01-12T00:00:00Z
Cromwell,13839,12035,2022-01-12T00:00:00Z
Danbury,84694,68620,2022-01-12T00:00:00Z
Darien,21728,20265,2022-01-12T00:00:00Z
Deep River,4443,3770,2022-01-12T00:00:00Z
Derby,12339,12758,2022-01-12T00:00:00Z
Durham,7165,5784,2022-01-12T00:00:00Z
East Granby,5140,4121,2022-01-12T00:00:00Z
East Haddam,8997,6735,2022-01-12T00:00:00Z
East Hampton,12800,9862,2022-01-12T00:00:00Z
East Hartford,49872,38432,2022-01-12T00:00:00Z
East Haven,28569,20073,2022-01-12T00:00:00Z
East Lyme,18462,16090,2022-01-12T00:00:00Z
East Windsor,11668,8232,2022-01-12T00:00:00Z
Eastford,1790,1142,2022-01-12T00:00:00Z
Easton,7521,6268,2022-01-12T00:00:00Z
